genres,sentiment,count
"Art House & International, Comedy, Documentary, Drama, Kids & Family, Special Interest",1,40
"Art House & International, Comedy, Documentary, Drama, Musical & Performing Arts",0,1
"Art House & International, Comedy, Documentary, Drama, Musical & Performing Arts",1,18
"Art House & International, Comedy, Documentary, Drama, Special Interest",0,22
"Art House & International, Comedy, Documentary, Drama, Special Interest",1,35
"Art House & International, Comedy, Documentary, Drama, Special Interest, Faith & Spirituality",0,2
"Art House & International, Comedy, Documentary, Drama, Special Interest, Faith & Spirituality",1,10
"Art House & International, Comedy, Documentary, Special Interest, Television",0,4
"Art House & International, Comedy, Documentary, Special Interest, Television",1,9
"Art House & International, Comedy, Drama",0,1239
"Art House & International, Comedy, Drama",1,5168
"Art House & International, Comedy, Drama, Horror",0,1
"Art House & International, Comedy, Drama, Horror",1,7
"Art House & International, Comedy, Drama, Horror, Musical & Performing Arts",0,8
"Art House & International, Comedy, Drama, Horror, Musical & Performing Arts",1,15
"Art House & International, Comedy, Drama, Horror, Science Fiction & Fantasy",0,3
"Art House & International, Comedy, Drama, Horror, Science Fiction & Fantasy",1,2
"Art House & International, Comedy, Drama, Kids & Family",0,15
"Art House & International, Comedy, Drama, Kids & Family",1,4
"Art House & International, Comedy, Drama, Kids & Family, Musical & Performing Arts, Romance",1,3
"Art House & International, Comedy, Drama, Kids & Family, Romance",0,4
"Art House & International, Comedy, Drama, Kids & Family, Romance",1,2
"Art House & International, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",0,3
"Art House & International, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",1,4
"Art House & International, Comedy, Drama, Musical & Performing Arts",0,111
"Art House & International, Comedy, Drama, Musical & Performing Arts",1,170
"Art House & International, Comedy, Drama, Musical & Performing Arts, Romance",0,10
"Art House & International, Comedy, Drama, Musical & Performing Arts, Romance",1,10
"Art House & International, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy",0,9
"Art House & International, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy",1,16
"Art House & International, Comedy, Drama, Musical & Performing Arts, Special Interest",0,3
"Art House & International, Comedy, Drama, Musical & Performing Arts, Special Interest",1,4
"Art House & International, Comedy, Drama, Mystery & Suspense",0,77
"Art House & International, Comedy, Drama, Mystery & Suspense",1,370
"Art House & International, Comedy, Drama, Mystery & Suspense, Romance",1,14
"Art House & International, Comedy, Drama, Mystery & Suspense, Science Fiction & Fantasy",0,1
"Art House & International, Comedy, Drama, Mystery & Suspense, Science Fiction & Fantasy",1,14
"Art House & International, Comedy, Drama, Romance",0,339
"Art House & International, Comedy, Drama, Romance",1,1243
"Art House & International, Comedy, Drama, Romance, Gay & Lesbian",0,3
"Art House & International, Comedy, Drama, Romance, Gay & Lesbian",1,12
"Art House & International, Comedy, Drama, Romance, Sports & Fitness",0,13
"Art House & International, Comedy, Drama, Romance, Sports & Fitness",1,9
"Art House & International, Comedy, Drama, Science Fiction & Fantasy",0,20
"Art House & International, Comedy, Drama, Science Fiction & Fantasy",1,55
"Art House & International, Comedy, Drama, Science Fiction & Fantasy, Romance",0,6
"Art House & International, Comedy, Drama, Science Fiction & Fantasy, Romance",1,36
"Art House & International, Comedy, Drama, Science Fiction & Fantasy, Special Interest",1,25
"Art House & International, Comedy, Drama, Special Interest",0,76
"Art House & International, Comedy, Drama, Special Interest",1,230
"Art House & International, Comedy, Drama, Sports & Fitness",0,11
"Art House & International, Comedy, Drama, Sports & Fitness",1,59
"Art House & International, Comedy, Drama, Television",0,11
"Art House & International, Comedy, Drama, Television",1,4
"Art House & International, Comedy, Drama, Television, Romance",1,13
"Art House & International, Comedy, Gay & Lesbian",0,1
"Art House & International, Comedy, Horror",0,76
"Art House & International, Comedy, Horror",1,147
"Art House & International, Comedy, Horror, Mystery & Suspense",0,6
"Art House & International, Comedy, Horror, Mystery & Suspense",1,4
"Art House & International, Comedy, Horror, Science Fiction & Fantasy",0,3
"Art House & International, Comedy, Horror, Science Fiction & Fantasy",1,17
"Art House & International, Comedy, Horror, Science Fiction & Fantasy, Special Interest",0,2
"Art House & International, Comedy, Horror, Science Fiction & Fantasy, Special Interest",1,12
"Art House & International, Comedy, Kids & Family",1,3
"Art House & International, Comedy, Kids & Family, Science Fiction & Fantasy",0,49
"Art House & International, Comedy, Kids & Family, Science Fiction & Fantasy",1,27
"Art House & International, Comedy, Musical & Performing Arts",0,33
"Art House & International, Comedy, Musical & Performing Arts",1,44
"Art House & International, Comedy, Musical & Performing Arts, Romance",0,35
"Art House & International, Comedy, Musical & Performing Arts, Romance",1,35
"Art House & International, Comedy, Musical & Performing Arts, Science Fiction & Fantasy, Television, Romance",1,12
"Art House & International, Comedy, Musical & Performing Arts, Sports & Fitness",0,3
"Art House & International, Comedy, Musical & Performing Arts, Sports & Fitness",1,2
"Art House & International, Comedy, Mystery & Suspense",0,50
"Art House & International, Comedy, Mystery & Suspense",1,70
"Art House & International, Comedy, Romance",0,154
"Art House & International, Comedy, Romance",1,290
"Art House & International, Comedy, Romance, Gay & Lesbian",0,1
"Art House & International, Comedy, Romance, Gay & Lesbian",1,1
"Art House & International, Comedy, Science Fiction & Fantasy",0,49
"Art House & International, Comedy, Science Fiction & Fantasy",1,104
"Art House & International, Comedy, Science Fiction & Fantasy, Gay & Lesbian",0,1
"Art House & International, Comedy, Science Fiction & Fantasy, Gay & Lesbian",1,1
"Art House & International, Comedy, Science Fiction & Fantasy, Romance",0,43
"Art House & International, Comedy, Science Fiction & Fantasy, Romance",1,79
"Art House & International, Comedy, Science Fiction & Fantasy, Special Interest",0,6
"Art House & International, Comedy, Science Fiction & Fantasy, Special Interest",1,47
"Art House & International, Comedy, Special Interest",0,6
"Art House & International, Comedy, Special Interest",1,28
"Art House & International, Comedy, Special Interest, Romance",0,17
"Art House & International, Comedy, Special Interest, Romance",1,24
"Art House & International, Comedy, Television, Romance",0,8
"Art House & International, Comedy, Television, Romance",1,27
"Art House & International, Comedy, Western",1,2
"Art House & International, Cult Movies, Drama",0,4
"Art House & International, Cult Movies, Drama",1,6
"Art House & International, Cult Movies, Drama, Horror, Musical & Performing Arts, Special Interest",0,10
"Art House & International, Cult Movies, Drama, Horror, Musical & Performing Arts, Special Interest",1,12
"Art House & International, Cult Movies, Drama, Mystery & Suspense",0,2
"Art House & International, Cult Movies, Drama, Mystery & Suspense",1,21
"Art House & International, Cult Movies, Drama, Special Interest",0,6
"Art House & International, Cult Movies, Drama, Special Interest",1,17
"Art House & International, Cult Movies, Horror",0,3
"Art House & International, Cult Movies, Horror",1,8
"Art House & International, Cult Movies, Horror, Mystery & Suspense",0,4
"Art House & International, Cult Movies, Horror, Mystery & Suspense",1,3
"Art House & International, Cult Movies, Horror, Science Fiction & Fantasy",0,5
"Art House & International, Cult Movies, Horror, Special Interest",0,1
"Art House & International, Cult Movies, Horror, Special Interest",1,6
"Art House & International, Documentary",0,37
"Art House & International, Documentary",1,496
"Art House & International, Documentary, Drama",0,50
"Art House & International, Documentary, Drama",1,284
"Art House & International, Documentary, Drama, Horror",0,7
"Art House & International, Documentary, Drama, Horror",1,8
"Art House & International, Documentary, Drama, Kids & Family",0,9
"Art House & International, Documentary, Drama, Kids & Family",1,13
"Art House & International, Documentary, Drama, Musical & Performing Arts",0,8
"Art House & International, Documentary, Drama, Musical & Performing Arts",1,36
"Art House & International, Documentary, Drama, Musical & Performing Arts, Mystery & Suspense, Special Interest",0,4
"Art House & International, Documentary, Drama, Musical & Performing Arts, Mystery & Suspense, Special Interest",1,7
"Art House & International, Documentary, Drama, Musical & Performing Arts, Special Interest",0,5
"Art House & International, Documentary, Drama, Musical & Performing Arts, Special Interest",1,39
"Art House & International, Documentary, Drama, Musical & Performing Arts, Special Interest, Television",0,2
"Art House & International, Documentary, Drama, Musical & Performing Arts, Special Interest, Television",1,1
"Art House & International, Documentary, Drama, Mystery & Suspense, Special Interest",0,19
"Art House & International, Documentary, Drama, Mystery & Suspense, Special Interest",1,53
"Art House & International, Documentary, Drama, Special Interest",0,38
"Art House & International, Documentary, Drama, Special Interest",1,223
"Art House & International, Documentary, Drama, Special Interest, Faith & Spirituality",0,3
"Art House & International, Documentary, Drama, Special Interest, Faith & Spirituality",1,16
"Art House & International, Documentary, Drama, Special Interest, Faith & Spirituality, Sports & Fitness",0,2
"Art House & International, Documentary, Drama, Special Interest, Faith & Spirituality, Sports & Fitness",1,18
"Art House & International, Documentary, Drama, Special Interest, Sports & Fitness",0,2
"Art House & International, Documentary, Drama, Special Interest, Sports & Fitness",1,6
"Art House & International, Documentary, Drama, Special Interest, Television",0,1
"Art House & International, Documentary, Drama, Special Interest, Television",1,2
"Art House & International, Documentary, Drama, Sports & Fitness",0,2
"Art House & International, Documentary, Drama, Sports & Fitness",1,21
"Art House & International, Documentary, Faith & Spirituality",0,13
"Art House & International, Documentary, Faith & Spirituality",1,43
"Art House & International, Documentary, Kids & Family",0,3
"Art House & International, Documentary, Kids & Family",1,13
"Art House & International, Documentary, Kids & Family, Science Fiction & Fantasy",0,14
"Art House & International, Documentary, Kids & Family, Science Fiction & Fantasy",1,16
"Art House & International, Documentary, Musical & Performing Arts",0,17
"Art House & International, Documentary, Musical & Performing Arts",1,233
"Art House & International, Documentary, Musical & Performing Arts, Special Interest",0,22
"Art House & International, Documentary, Musical & Performing Arts, Special Interest",1,220
"Art House & International, Documentary, Musical & Performing Arts, Special Interest, Television",1,42
"Art House & International, Documentary, Mystery & Suspense, Special Interest",0,5
"Art House & International, Documentary, Special Interest",0,83
"Art House & International, Documentary, Special Interest",1,669
"Art House & International, Documentary, Special Interest, Faith & Spirituality",0,1
"Art House & International, Documentary, Special Interest, Faith & Spirituality",1,2
"Art House & International, Documentary, Special Interest, Sports & Fitness",0,1
"Art House & International, Documentary, Special Interest, Sports & Fitness",1,15
"Art House & International, Documentary, Special Interest, Television",0,6
"Art House & International, Documentary, Special Interest, Television",1,68
"Art House & International, Documentary, Sports & Fitness",0,1
"Art House & International, Documentary, Sports & Fitness",1,17
"Art House & International, Documentary, Television",0,3
"Art House & International, Documentary, Television",1,80
"Art House & International, Drama",0,2609
"Art House & International, Drama",1,12709
"Art House & International, Drama, Faith & Spirituality",0,25
"Art House & International, Drama, Faith & Spirituality",1,30
"Art House & International, Drama, Gay & Lesbian",1,7
"Art House & International, Drama, Horror",0,124
"Art House & International, Drama, Horror",1,335
"Art House & International, Drama, Horror, Mystery & Suspense",0,175
"Art House & International, Drama, Horror, Mystery & Suspense",1,406
"Art House & International, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",0,51
"Art House & International, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",1,175
"Art House & International, Drama, Horror, Romance",0,15
"Art House & International, Drama, Horror, Romance",1,40
"Art House & International, Drama, Horror, Science Fiction & Fantasy",0,28
"Art House & International, Drama, Horror, Science Fiction & Fantasy",1,33
"Art House & International, Drama, Horror, Science Fiction & Fantasy, Romance",0,23
"Art House & International, Drama, Horror, Science Fiction & Fantasy, Romance",1,74
"Art House & International, Drama, Horror, Science Fiction & Fantasy, Special Interest",0,2
"Art House & International, Drama, Horror, Science Fiction & Fantasy, Special Interest",1,21
"Art House & International, Drama, Horror, Science Fiction & Fantasy, Special Interest, Romance",1,10
"Art House & International, Drama, Horror, Special Interest, Romance",0,1
"Art House & International, Drama, Horror, Special Interest, Romance",1,1
"Art House & International, Drama, Kids & Family",0,8
"Art House & International, Drama, Kids & Family",1,60
"Art House & International, Drama, Kids & Family, Science Fiction & Fantasy",0,6
"Art House & International, Drama, Kids & Family, Science Fiction & Fantasy",1,2
"Art House & International, Drama, Kids & Family, Science Fiction & Fantasy, Special Interest",1,2
"Art House & International, Drama, Kids & Family, Sports & Fitness",0,7
"Art House & International, Drama, Kids & Family, Sports & Fitness",1,7
"Art House & International, Drama, Kids & Family, Western, Romance",1,3
"Art House & International, Drama, Musical & Performing Arts",0,80
"Art House & International, Drama, Musical & Performing Arts",1,329
"Art House & International, Drama, Musical & Performing Arts, Mystery & Suspense",0,1
"Art House & International, Drama, Musical & Performing Arts, Mystery & Suspense",1,11
"Art House & International, Drama, Musical & Performing Arts, Romance",0,24
"Art House & International, Drama, Musical & Performing Arts, Romance",1,55
"Art House & International, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",0,3
"Art House & International, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",1,13
"Art House & International, Drama, Mystery & Suspense",0,803
"Art House & International, Drama, Mystery & Suspense",1,3054
"Art House & International, Drama, Mystery & Suspense, Gay & Lesbian",0,5
"Art House & International, Drama, Mystery & Suspense, Gay & Lesbian",1,2
"Art House & International, Drama, Mystery & Suspense, Romance",0,98
"Art House & International, Drama, Mystery & Suspense, Romance",1,350
"Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",0,29
"Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",1,182
"Art House & International, Drama, Mystery & Suspense, Special Interest",0,44
"Art House & International, Drama, Mystery & Suspense, Special Interest",1,214
"Art House & International, Drama, Mystery & Suspense, Special Interest, Gay & Lesbian",1,3
"Art House & International, Drama, Romance",0,432
"Art House & International, Drama, Romance",1,1954
"Art House & International, Drama, Romance, Gay & Lesbian",1,5
"Art House & International, Drama, Science Fiction & Fantasy",0,35
"Art House & International, Drama, Science Fiction & Fantasy",1,129
"Art House & International, Drama, Science Fiction & Fantasy, Romance",0,5
"Art House & International, Drama, Science Fiction & Fantasy, Romance",1,30
"Art House & International, Drama, Science Fiction & Fantasy, Special Interest",0,4
"Art House & International, Drama, Science Fiction & Fantasy, Special Interest",1,9
"Art House & International, Drama, Special Interest",0,97
"Art House & International, Drama, Special Interest",1,319
"Art House & International, Drama, Special Interest, Faith & Spirituality",0,2
"Art House & International, Drama, Special Interest, Faith & Spirituality",1,4
"Art House & International, Drama, Special Interest, Romance",0,16
"Art House & International, Drama, Special Interest, Romance",1,12
"Art House & International, Drama, Special Interest, Television",1,2
"Art House & International, Drama, Sports & Fitness",0,6
"Art House & International, Drama, Sports & Fitness",1,41
"Art House & International, Drama, Television",0,6
"Art House & International, Drama, Television",1,57
"Art House & International, Drama, Western",0,14
"Art House & International, Drama, Western",1,18
"Art House & International, Drama, Western, Romance",0,6
"Art House & International, Drama, Western, Romance",1,2
"Art House & International, Horror",0,158
"Art House & International, Horror",1,412
"Art House & International, Horror, Mystery & Suspense",0,160
"Art House & International, Horror, Mystery & Suspense",1,362
"Art House & International, Horror, Mystery & Suspense, Science Fiction & Fantasy",0,4
"Art House & International, Horror, Mystery & Suspense, Science Fiction & Fantasy",1,2
"Art House & International, Horror, Science Fiction & Fantasy",0,11
"Art House & International, Horror, Science Fiction & Fantasy",1,60
"Art House & International, Horror, Special Interest",0,2
"Art House & International, Horror, Special Interest",1,25
"Art House & International, Horror, Television",0,2
"Art House & International, Horror, Television",1,4
"Art House & International, Kids & Family, Science Fiction & Fantasy",0,4
"Art House & International, Kids & Family, Science Fiction & Fantasy",1,1
"Art House & International, Musical & Performing Arts",1,1
"Art House & International, Musical & Performing Arts, Romance",0,15
"Art House & International, Musical & Performing Arts, Romance",1,11
"Art House & International, Mystery & Suspense",0,126
"Art House & International, Mystery & Suspense",1,336
"Art House & International, Mystery & Suspense, Gay & Lesbian",0,7
"Art House & International, Mystery & Suspense, Gay & Lesbian",1,1
"Art House & International, Mystery & Suspense, Romance",0,14
"Art House & International, Mystery & Suspense, Romance",1,2
"Art House & International, Mystery & Suspense, Science Fiction & Fantasy",0,22
"Art House & International, Mystery & Suspense, Science Fiction & Fantasy",1,18
"Art House & International, Mystery & Suspense, Science Fiction & Fantasy, Romance",0,4
"Art House & International, Mystery & Suspense, Science Fiction & Fantasy, Romance",1,68
"Art House & International, Mystery & Suspense, Special Interest",0,37
"Art House & International, Mystery & Suspense, Special Interest",1,109
"Art House & International, Mystery & Suspense, Western",0,24
"Art House & International, Mystery & Suspense, Western",1,28
"Art House & International, Romance",0,3
"Art House & International, Romance",1,2
"Art House & International, Science Fiction & Fantasy",0,9
"Art House & International, Science Fiction & Fantasy",1,32
"Art House & International, Science Fiction & Fantasy, Romance",0,5
"Art House & International, Science Fiction & Fantasy, Romance",1,4
"Art House & International, Special Interest",0,8
"Art House & International, Special Interest",1,36
"Art House & International, Western",0,8
"Art House & International, Western",1,8
Classics,0,5
Classics,1,16
"Classics, Comedy",0,41
"Classics, Comedy",1,357
"Classics, Comedy, Cult Movies, Documentary, Drama",1,3
"Classics, Comedy, Cult Movies, Horror",1,1
"Classics, Comedy, Cult Movies, Horror, Musical & Performing Arts",0,2
"Classics, Comedy, Cult Movies, Horror, Musical & Performing Arts",1,10
"Classics, Comedy, Cult Movies, Horror, Musical & Performing Arts, Science Fiction & Fantasy",0,1
"Classics, Comedy, Cult Movies, Horror, Musical & Performing Arts, Science Fiction & Fantasy",1,17
"Classics, Comedy, Cult Movies, Horror, Mystery & Suspense",1,7
"Classics, Comedy, Documentary, Musical & Performing Arts, Special Interest",1,1
"Classics, Comedy, Documentary, Sports & Fitness",0,7
"Classics, Comedy, Documentary, Sports & Fitness",1,14
"Classics, Comedy, Drama",0,48
"Classics, Comedy, Drama",1,452
"Classics, Comedy, Drama, Horror, Mystery & Suspense",0,1
"Classics, Comedy, Drama, Horror, Mystery & Suspense",1,4
"Classics, Comedy, Drama, Kids & Family",1,2
"Classics, Comedy, Drama, Kids & Family, Musical & Performing Arts",0,5
"Classics, Comedy, Drama, Kids & Family, Musical & Performing Arts",1,41
"Classics, Comedy, Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",0,2
"Classics, Comedy, Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",1,21
"Classics, Comedy, Drama, Kids & Family, Romance",1,7
"Classics, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",1,2
"Classics, Comedy, Drama, Musical & Performing Arts",0,11
"Classics, Comedy, Drama, Musical & Performing Arts",1,101
"Classics, Comedy, Drama, Musical & Performing Arts, Mystery & Suspense",0,1
"Classics, Comedy, Drama, Musical & Performing Arts, Mystery & Suspense",1,3
"Classics, Comedy, Drama, Musical & Performing Arts, Romance",0,7
"Classics, Comedy, Drama, Musical & Performing Arts, Romance",1,44
"Classics, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy",1,8
"Classics, Comedy, Drama, Musical & Performing Arts, Western",0,1
"Classics, Comedy, Drama, Musical & Performing Arts, Western",1,6
"Classics, Comedy, Drama, Mystery & Suspense",0,3
"Classics, Comedy, Drama, Mystery & Suspense",1,37
"Classics, Comedy, Drama, Mystery & Suspense, Romance",0,3
"Classics, Comedy, Drama, Mystery & Suspense, Romance",1,21
"Classics, Comedy, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",1,2
"Classics, Comedy, Drama, Mystery & Suspense, Special Interest, Romance",1,21
"Classics, Comedy, Drama, Romance",0,38
"Classics, Comedy, Drama, Romance",1,425
"Classics, Comedy, Drama, Science Fiction & Fantasy",0,3
"Classics, Comedy, Drama, Science Fiction & Fantasy",1,40
"Classics, Comedy, Drama, Science Fiction & Fantasy, Romance",0,1
"Classics, Comedy, Drama, Science Fiction & Fantasy, Romance",1,11
"Classics, Comedy, Drama, Science Fiction & Fantasy, Romance, Faith & Spirituality",0,1
"Classics, Comedy, Drama, Science Fiction & Fantasy, Romance, Faith & Spirituality",1,8
"Classics, Comedy, Drama, Special Interest",1,15
"Classics, Comedy, Drama, Sports & Fitness",0,2
"Classics, Comedy, Drama, Sports & Fitness",1,11
"Classics, Comedy, Drama, Western",0,1
"Classics, Comedy, Drama, Western, Romance",1,2
"Classics, Comedy, Horror",1,18
"Classics, Comedy, Horror, Mystery & Suspense",0,2
"Classics, Comedy, Horror, Mystery & Suspense",1,32
"Classics, Comedy, Horror, Science Fiction & Fantasy",0,9
"Classics, Comedy, Horror, Science Fiction & Fantasy",1,52
"Classics, Comedy, Kids & Family",0,5
"Classics, Comedy, Kids & Family",1,19
"Classics, Comedy, Kids & Family, Musical & Performing Arts",0,4
"Classics, Comedy, Kids & Family, Musical & Performing Arts",1,14
"Classics, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",0,3
"Classics, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",1,26
"Classics, Comedy, Kids & Family, Mystery & Suspense",1,2
"Classics, Comedy, Kids & Family, Romance",0,1
"Classics, Comedy, Kids & Family, Romance",1,7
"Classics, Comedy, Kids & Family, Science Fiction & Fantasy",0,9
"Classics, Comedy, Kids & Family, Science Fiction & Fantasy",1,11
"Classics, Comedy, Kids & Family, Television",0,1
"Classics, Comedy, Kids & Family, Television",1,2
"Classics, Comedy, Kids & Family, Western",1,3
"Classics, Comedy, Musical & Performing Arts",0,17
"Classics, Comedy, Musical & Performing Arts",1,108
"Classics, Comedy, Musical & Performing Arts, Romance",0,11
"Classics, Comedy, Musical & Performing Arts, Romance",1,206
"Classics, Comedy, Musical & Performing Arts, Science Fiction & Fantasy",0,2
"Classics, Comedy, Musical & Performing Arts, Science Fiction & Fantasy",1,1
"Classics, Comedy, Musical & Performing Arts, Special Interest, Romance",0,1
"Classics, Comedy, Musical & Performing Arts, Special Interest, Romance",1,1
"Classics, Comedy, Musical & Performing Arts, Western",0,2
"Classics, Comedy, Musical & Performing Arts, Western",1,16
"Classics, Comedy, Musical & Performing Arts, Western, Romance",0,4
"Classics, Comedy, Musical & Performing Arts, Western, Romance",1,14
"Classics, Comedy, Mystery & Suspense",0,3
"Classics, Comedy, Mystery & Suspense",1,39
"Classics, Comedy, Romance",0,34
"Classics, Comedy, Romance",1,349
"Classics, Comedy, Science Fiction & Fantasy",0,2
"Classics, Comedy, Science Fiction & Fantasy",1,60
"Classics, Comedy, Science Fiction & Fantasy, Romance",1,8
"Classics, Comedy, Special Interest",1,2
"Classics, Comedy, Western",0,6
"Classics, Comedy, Western",1,54
"Classics, Cult Movies, Drama",0,11
"Classics, Cult Movies, Drama",1,4
"Classics, Cult Movies, Drama, Horror, Mystery & Suspense",0,1
"Classics, Cult Movies, Drama, Horror, Mystery & Suspense",1,22
"Classics, Cult Movies, Drama, Mystery & Suspense",1,15
"Classics, Cult Movies, Horror",0,16
"Classics, Cult Movies, Horror",1,61
"Classics, Cult Movies, Horror, Science Fiction & Fantasy",0,5
"Classics, Cult Movies, Horror, Science Fiction & Fantasy",1,27
"Classics, Documentary, Drama",0,7
"Classics, Documentary, Drama",1,22
"Classics, Documentary, Drama, Mystery & Suspense",0,2
"Classics, Documentary, Drama, Mystery & Suspense",1,10
"Classics, Documentary, Drama, Romance",0,3
"Classics, Documentary, Drama, Romance",1,7
"Classics, Documentary, Drama, Special Interest",0,3
"Classics, Documentary, Drama, Special Interest",1,7
"Classics, Documentary, Drama, Special Interest, Romance, Faith & Spirituality",0,1
"Classics, Documentary, Drama, Special Interest, Romance, Faith & Spirituality",1,7
"Classics, Documentary, Drama, Western",1,1
"Classics, Documentary, Horror, Special Interest",1,7
"Classics, Documentary, Musical & Performing Arts",1,2
"Classics, Documentary, Musical & Performing Arts, Special Interest, Television",0,2
"Classics, Documentary, Musical & Performing Arts, Special Interest, Television",1,12
"Classics, Documentary, Musical & Performing Arts, Television",1,7
"Classics, Documentary, Special Interest",1,6
"Classics, Documentary, Sports & Fitness",1,1
"Classics, Drama",0,479
"Classics, Drama",1,1909
"Classics, Drama, Faith & Spirituality",0,16
"Classics, Drama, Faith & Spirituality",1,58
"Classics, Drama, Horror",0,11
"Classics, Drama, Horror",1,53
"Classics, Drama, Horror, Musical & Performing Arts, Mystery & Suspense, Special Interest",0,1
"Classics, Drama, Horror, Musical & Performing Arts, Mystery & Suspense, Special Interest",1,4
"Classics, Drama, Horror, Mystery & Suspense",0,16
"Classics, Drama, Horror, Mystery & Suspense",1,161
"Classics, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",0,4
"Classics, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",1,23
"Classics, Drama, Horror, Romance",1,7
"Classics, Drama, Horror, Science Fiction & Fantasy",0,10
"Classics, Drama, Horror, Science Fiction & Fantasy",1,30
"Classics, Drama, Horror, Special Interest",1,12
"Classics, Drama, Kids & Family",0,4
"Classics, Drama, Kids & Family",1,23
"Classics, Drama, Kids & Family, Musical & Performing Arts",0,4
"Classics, Drama, Kids & Family, Musical & Performing Arts",1,34
"Classics, Drama, Kids & Family, Musical & Performing Arts, Romance",1,14
"Classics, Drama, Kids & Family, Romance",0,9
"Classics, Drama, Kids & Family, Romance",1,14
"Classics, Drama, Kids & Family, Science Fiction & Fantasy",0,2
"Classics, Drama, Kids & Family, Science Fiction & Fantasy",1,47
"Classics, Drama, Kids & Family, Science Fiction & Fantasy, Special Interest, Romance",1,17
"Classics, Drama, Musical & Performing Arts",0,22
"Classics, Drama, Musical & Performing Arts",1,150
"Classics, Drama, Musical & Performing Arts, Mystery & Suspense",0,1
"Classics, Drama, Musical & Performing Arts, Romance",0,7
"Classics, Drama, Musical & Performing Arts, Romance",1,62
"Classics, Drama, Musical & Performing Arts, Science Fiction & Fantasy",0,3
"Classics, Drama, Musical & Performing Arts, Science Fiction & Fantasy",1,6
"Classics, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",0,1
"Classics, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",1,4
"Classics, Drama, Musical & Performing Arts, Special Interest",0,1
"Classics, Drama, Musical & Performing Arts, Special Interest",1,15
"Classics, Drama, Musical & Performing Arts, Special Interest, Romance",0,1
"Classics, Drama, Musical & Performing Arts, Special Interest, Romance",1,2
"Classics, Drama, Musical & Performing Arts, Western",0,1
"Classics, Drama, Musical & Performing Arts, Western",1,2
"Classics, Drama, Mystery & Suspense",0,59
"Classics, Drama, Mystery & Suspense",1,1041
"Classics, Drama, Mystery & Suspense, Romance",0,3
"Classics, Drama, Mystery & Suspense, Romance",1,146
"Classics, Drama, Mystery & Suspense, Science Fiction & Fantasy",0,11
"Classics, Drama, Mystery & Suspense, Science Fiction & Fantasy",1,67
"Classics, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",0,2
"Classics, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",1,9
"Classics, Drama, Mystery & Suspense, Special Interest",1,4
"Classics, Drama, Romance",0,76
"Classics, Drama, Romance",1,614
"Classics, Drama, Romance, Faith & Spirituality",1,1
"Classics, Drama, Romance, Sports & Fitness",1,2
"Classics, Drama, Science Fiction & Fantasy",0,3
"Classics, Drama, Science Fiction & Fantasy",1,44
"Classics, Drama, Special Interest, Faith & Spirituality",0,1
"Classics, Drama, Special Interest, Romance",1,2
"Classics, Drama, Sports & Fitness",0,1
"Classics, Drama, Sports & Fitness",1,1
"Classics, Drama, Television",1,3
"Classics, Drama, Television, Romance",0,1
"Classics, Drama, Television, Romance",1,20
"Classics, Drama, Western",0,10
"Classics, Drama, Western",1,110
"Classics, Drama, Western, Romance",0,2
"Classics, Drama, Western, Romance",1,22
"Classics, Horror",0,37
"Classics, Horror",1,139
"Classics, Horror, Kids & Family, Mystery & Suspense",0,1
"Classics, Horror, Kids & Family, Mystery & Suspense",1,2
"Classics, Horror, Musical & Performing Arts, Science Fiction & Fantasy",0,2
"Classics, Horror, Musical & Performing Arts, Science Fiction & Fantasy",1,3
"Classics, Horror, Mystery & Suspense",0,29
"Classics, Horror, Mystery & Suspense",1,216
"Classics, Horror, Mystery & Suspense, Science Fiction & Fantasy",0,15
"Classics, Horror, Mystery & Suspense, Science Fiction & Fantasy",1,40
"Classics, Horror, Romance",1,16
"Classics, Horror, Science Fiction & Fantasy",0,15
"Classics, Horror, Science Fiction & Fantasy",1,83
"Classics, Horror, Science Fiction & Fantasy, Special Interest",0,1
"Classics, Horror, Science Fiction & Fantasy, Special Interest",1,21
