genres,review_type,count
"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",Rotten,608
"Animation, Comedy, Kids & Family, Special Interest",Fresh,278
"Animation, Comedy, Kids & Family, Special Interest",Rotten,189
"Animation, Comedy, Musical & Performing Arts",Fresh,264
"Animation, Comedy, Musical & Performing Arts",Rotten,102
"Animation, Comedy, Musical & Performing Arts, Special Interest",Fresh,144
"Animation, Comedy, Musical & Performing Arts, Special Interest",Rotten,38
"Animation, Comedy, Science Fiction & Fantasy",Fresh,32
"Animation, Comedy, Science Fiction & Fantasy",Rotten,92
"Animation, Comedy, Science Fiction & Fantasy, Television",Fresh,4
"Animation, Comedy, Science Fiction & Fantasy, Television",Rotten,1
"Animation, Comedy, Special Interest",Fresh,31
"Animation, Comedy, Special Interest",Rotten,7
"Animation, Documentary",Fresh,116
"Animation, Documentary",Rotten,1
"Animation, Documentary, Kids & Family",Fresh,29
"Animation, Documentary, Kids & Family",Rotten,7
"Animation, Documentary, Kids & Family, Special Interest",Fresh,30
"Animation, Documentary, Kids & Family, Special Interest",Rotten,3
"Animation, Documentary, Special Interest",Fresh,55
"Animation, Documentary, Special Interest",Rotten,6
"Animation, Drama",Fresh,505
"Animation, Drama",Rotten,54
"Animation, Drama, Kids & Family",Fresh,622
"Animation, Drama, Kids & Family",Rotten,258
"Animation, Drama, Kids & Family, Musical & Performing Arts",Fresh,138
"Animation, Drama, Kids & Family, Musical & Performing Arts",Rotten,36
"Animation, Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Fresh,109
"Animation, Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Rotten,7
"Animation, Drama, Kids & Family, Mystery & Suspense",Fresh,33
"Animation, Drama, Kids & Family, Mystery & Suspense",Rotten,3
"Animation, Drama, Kids & Family, Science Fiction & Fantasy",Fresh,589
"Animation, Drama, Kids & Family, Science Fiction & Fantasy",Rotten,134
"Animation, Drama, Kids & Family, Science Fiction & Fantasy, Romance",Fresh,153
"Animation, Drama, Kids & Family, Science Fiction & Fantasy, Romance",Rotten,24
"Animation, Drama, Musical & Performing Arts",Fresh,7
"Animation, Drama, Musical & Performing Arts",Rotten,2
"Animation, Drama, Mystery & Suspense",Fresh,21
"Animation, Drama, Mystery & Suspense",Rotten,31
"Animation, Drama, Romance",Fresh,162
"Animation, Drama, Romance",Rotten,5
"Animation, Drama, Science Fiction & Fantasy",Fresh,79
"Animation, Drama, Science Fiction & Fantasy",Rotten,8
"Animation, Drama, Science Fiction & Fantasy, Special Interest",Fresh,10
"Animation, Drama, Science Fiction & Fantasy, Special Interest",Rotten,1
"Animation, Drama, Special Interest",Fresh,69
"Animation, Drama, Special Interest",Rotten,40
"Animation, Horror",Fresh,10
"Animation, Horror",Rotten,5
"Animation, Horror, Kids & Family",Fresh,6
"Animation, Horror, Kids & Family",Rotten,21
"Animation, Horror, Science Fiction & Fantasy",Fresh,75
"Animation, Horror, Science Fiction & Fantasy",Rotten,13
"Animation, Kids & Family",Fresh,1926
"Animation, Kids & Family",Rotten,928
"Animation, Kids & Family, Musical & Performing Arts",Fresh,133
"Animation, Kids & Family, Musical & Performing Arts",Rotten,139
"Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,172
"Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,40
"Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Fresh,56
"Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Rotten,3
"Animation, Kids & Family, Musical & Performing Arts, Television",Fresh,30
"Animation, Kids & Family, Musical & Performing Arts, Television",Rotten,5
"Animation, Kids & Family, Science Fiction & Fantasy",Fresh,1463
"Animation, Kids & Family, Science Fiction & Fantasy",Rotten,641
"Animation, Kids & Family, Science Fiction & Fantasy, Special Interest, Television",Fresh,6
"Animation, Kids & Family, Science Fiction & Fantasy, Special Interest, Television",Rotten,2
"Animation, Kids & Family, Television",Fresh,60
"Animation, Kids & Family, Television",Rotten,34
"Animation, Musical & Performing Arts",Fresh,6
"Animation, Musical & Performing Arts",Rotten,10
"Animation, Musical & Performing Arts, Romance",Fresh,64
"Animation, Mystery & Suspense, Special Interest",Fresh,6
"Animation, Mystery & Suspense, Special Interest",Rotten,8
"Animation, Romance",Fresh,102
"Animation, Romance",Rotten,22
"Animation, Science Fiction & Fantasy",Fresh,193
"Animation, Science Fiction & Fantasy",Rotten,157
"Animation, Special Interest",Fresh,7
"Animation, Special Interest",Rotten,11
Art House & International,Fresh,52
Art House & International,Rotten,23
"Art House & International, Classics, Comedy",Fresh,4
"Art House & International, Classics, Comedy",Rotten,12
"Art House & International, Classics, Comedy, Drama",Fresh,42
"Art House & International, Classics, Comedy, Drama",Rotten,10
"Art House & International, Classics, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Fresh,34
"Art House & International, Classics, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Rotten,4
"Art House & International, Classics, Comedy, Drama, Mystery & Suspense",Fresh,16
"Art House & International, Classics, Comedy, Drama, Romance",Fresh,52
"Art House & International, Classics, Comedy, Drama, Romance",Rotten,13
"Art House & International, Classics, Comedy, Drama, Science Fiction & Fantasy",Fresh,15
"Art House & International, Classics, Comedy, Drama, Science Fiction & Fantasy",Rotten,2
"Art House & International, Classics, Comedy, Gay & Lesbian",Fresh,10
"Art House & International, Classics, Comedy, Gay & Lesbian",Rotten,4
"Art House & International, Classics, Comedy, Horror, Science Fiction & Fantasy",Fresh,12
"Art House & International, Classics, Comedy, Horror, Science Fiction & Fantasy",Rotten,10
"Art House & International, Classics, Comedy, Musical & Performing Arts",Fresh,34
"Art House & International, Classics, Comedy, Musical & Performing Arts",Rotten,9
"Art House & International, Classics, Cult Movies, Horror",Fresh,2
"Art House & International, Classics, Cult Movies, Horror",Rotten,4
"Art House & International, Classics, Cult Movies, Horror, Mystery & Suspense",Fresh,53
"Art House & International, Classics, Cult Movies, Horror, Mystery & Suspense",Rotten,1
"Art House & International, Classics, Cult Movies, Horror, Science Fiction & Fantasy",Fresh,6
"Art House & International, Classics, Cult Movies, Horror, Science Fiction & Fantasy",Rotten,2
"Art House & International, Classics, Documentary, Special Interest",Fresh,46
"Art House & International, Classics, Documentary, Special Interest",Rotten,5
"Art House & International, Classics, Drama",Fresh,786
"Art House & International, Classics, Drama",Rotten,113
"Art House & International, Classics, Drama, Horror",Fresh,19
"Art House & International, Classics, Drama, Horror",Rotten,9
"Art House & International, Classics, Drama, Horror, Mystery & Suspense",Fresh,12
"Art House & International, Classics, Drama, Horror, Mystery & Suspense",Rotten,1
"Art House & International, Classics, Drama, Horror, Science Fiction & Fantasy",Fresh,7
"Art House & International, Classics, Drama, Horror, Science Fiction & Fantasy",Rotten,3
"Art House & International, Classics, Drama, Kids & Family, Mystery & Suspense",Fresh,6
"Art House & International, Classics, Drama, Musical & Performing Arts",Fresh,44
"Art House & International, Classics, Drama, Musical & Performing Arts",Rotten,5
"Art House & International, Classics, Drama, Mystery & Suspense",Fresh,293
"Art House & International, Classics, Drama, Mystery & Suspense",Rotten,32
"Art House & International, Classics, Drama, Mystery & Suspense, Science Fiction & Fantasy",Fresh,26
"Art House & International, Classics, Drama, Mystery & Suspense, Science Fiction & Fantasy",Rotten,4
"Art House & International, Classics, Drama, Romance",Fresh,160
"Art House & International, Classics, Drama, Romance",Rotten,55
"Art House & International, Classics, Drama, Special Interest",Fresh,45
"Art House & International, Classics, Drama, Special Interest",Rotten,6
"Art House & International, Classics, Drama, Television",Fresh,63
"Art House & International, Classics, Drama, Television",Rotten,5
"Art House & International, Classics, Drama, Western",Fresh,2
"Art House & International, Classics, Drama, Western",Rotten,2
"Art House & International, Classics, Horror",Fresh,23
"Art House & International, Classics, Horror",Rotten,8
"Art House & International, Classics, Horror, Mystery & Suspense",Fresh,19
"Art House & International, Classics, Horror, Mystery & Suspense",Rotten,8
"Art House & International, Classics, Horror, Science Fiction & Fantasy",Fresh,117
"Art House & International, Classics, Horror, Science Fiction & Fantasy",Rotten,6
"Art House & International, Classics, Musical & Performing Arts, Romance",Fresh,36
"Art House & International, Classics, Musical & Performing Arts, Romance",Rotten,1
"Art House & International, Classics, Mystery & Suspense",Fresh,31
"Art House & International, Classics, Mystery & Suspense",Rotten,4
"Art House & International, Classics, Science Fiction & Fantasy",Fresh,2
"Art House & International, Comedy",Fresh,2241
"Art House & International, Comedy",Rotten,876
"Art House & International, Comedy, Cult Movies, Drama, Mystery & Suspense",Fresh,20
"Art House & International, Comedy, Cult Movies, Drama, Mystery & Suspense",Rotten,39
"Art House & International, Comedy, Cult Movies, Musical & Performing Arts",Fresh,13
"Art House & International, Comedy, Cult Movies, Musical & Performing Arts",Rotten,3
"Art House & International, Comedy, Documentary, Drama",Fresh,84
"Art House & International, Comedy, Documentary, Drama",Rotten,16
"Art House & International, Comedy, Documentary, Drama, Kids & Family, Special Interest",Fresh,71
"Art House & International, Comedy, Documentary, Drama, Kids & Family, Special Interest",Rotten,5
"Art House & International, Comedy, Documentary, Drama, Musical & Performing Arts",Fresh,34
"Art House & International, Comedy, Documentary, Drama, Musical & Performing Arts",Rotten,1
"Art House & International, Comedy, Documentary, Drama, Special Interest",Fresh,74
"Art House & International, Comedy, Documentary, Drama, Special Interest",Rotten,44
"Art House & International, Comedy, Documentary, Drama, Special Interest, Faith & Spirituality",Fresh,15
"Art House & International, Comedy, Documentary, Drama, Special Interest, Faith & Spirituality",Rotten,3
"Art House & International, Comedy, Documentary, Special Interest, Television",Fresh,17
"Art House & International, Comedy, Documentary, Special Interest, Television",Rotten,7
"Art House & International, Comedy, Drama",Fresh,9352
"Art House & International, Comedy, Drama",Rotten,2860
"Art House & International, Comedy, Drama, Horror",Fresh,11
"Art House & International, Comedy, Drama, Horror",Rotten,4
"Art House & International, Comedy, Drama, Horror, Musical & Performing Arts",Fresh,17
"Art House & International, Comedy, Drama, Horror, Musical & Performing Arts",Rotten,10
"Art House & International, Comedy, Drama, Horror, Science Fiction & Fantasy",Fresh,2
"Art House & International, Comedy, Drama, Horror, Science Fiction & Fantasy",Rotten,5
"Art House & International, Comedy, Drama, Kids & Family",Fresh,15
"Art House & International, Comedy, Drama, Kids & Family",Rotten,46
"Art House & International, Comedy, Drama, Kids & Family, Musical & Performing Arts, Romance",Fresh,8
"Art House & International, Comedy, Drama, Kids & Family, Romance",Fresh,2
"Art House & International, Comedy, Drama, Kids & Family, Romance",Rotten,4
"Art House & International, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Fresh,6
"Art House & International, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Rotten,3
"Art House & International, Comedy, Drama, Musical & Performing Arts",Fresh,265
"Art House & International, Comedy, Drama, Musical & Performing Arts",Rotten,216
"Art House & International, Comedy, Drama, Musical & Performing Arts, Romance",Fresh,39
"Art House & International, Comedy, Drama, Musical & Performing Arts, Romance",Rotten,15
"Art House & International, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,23
"Art House & International, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,17
"Art House & International, Comedy, Drama, Musical & Performing Arts, Special Interest",Fresh,4
"Art House & International, Comedy, Drama, Musical & Performing Arts, Special Interest",Rotten,4
"Art House & International, Comedy, Drama, Mystery & Suspense",Fresh,591
"Art House & International, Comedy, Drama, Mystery & Suspense",Rotten,178
"Art House & International, Comedy, Drama, Mystery & Suspense, Romance",Fresh,55
"Art House & International, Comedy, Drama, Mystery & Suspense, Romance",Rotten,7
"Art House & International, Comedy, Drama, Mystery & Suspense, Science Fiction & Fantasy",Fresh,21
"Art House & International, Comedy, Drama, Mystery & Suspense, Science Fiction & Fantasy",Rotten,2
"Art House & International, Comedy, Drama, Romance",Fresh,2171
"Art House & International, Comedy, Drama, Romance",Rotten,759
"Art House & International, Comedy, Drama, Romance, Gay & Lesbian",Fresh,23
"Art House & International, Comedy, Drama, Romance, Gay & Lesbian",Rotten,4
"Art House & International, Comedy, Drama, Romance, Sports & Fitness",Fresh,15
"Art House & International, Comedy, Drama, Romance, Sports & Fitness",Rotten,16
"Art House & International, Comedy, Drama, Science Fiction & Fantasy",Fresh,95
"Art House & International, Comedy, Drama, Science Fiction & Fantasy",Rotten,57
"Art House & International, Comedy, Drama, Science Fiction & Fantasy, Romance",Fresh,54
"Art House & International, Comedy, Drama, Science Fiction & Fantasy, Romance",Rotten,14
"Art House & International, Comedy, Drama, Science Fiction & Fantasy, Special Interest",Fresh,48
"Art House & International, Comedy, Drama, Science Fiction & Fantasy, Special Interest",Rotten,1
"Art House & International, Comedy, Drama, Special Interest",Fresh,375
"Art House & International, Comedy, Drama, Special Interest",Rotten,173
"Art House & International, Comedy, Drama, Sports & Fitness",Fresh,86
"Art House & International, Comedy, Drama, Sports & Fitness",Rotten,22
"Art House & International, Comedy, Drama, Television",Fresh,10
"Art House & International, Comedy, Drama, Television",Rotten,35
"Art House & International, Comedy, Drama, Television, Romance",Fresh,20
"Art House & International, Comedy, Drama, Television, Romance",Rotten,6
"Art House & International, Comedy, Gay & Lesbian",Rotten,2
"Art House & International, Comedy, Horror",Fresh,254
"Art House & International, Comedy, Horror",Rotten,136
"Art House & International, Comedy, Horror, Mystery & Suspense",Fresh,18
"Art House & International, Comedy, Horror, Mystery & Suspense",Rotten,16
"Art House & International, Comedy, Horror, Science Fiction & Fantasy",Fresh,31
"Art House & International, Comedy, Horror, Science Fiction & Fantasy",Rotten,9
"Art House & International, Comedy, Horror, Science Fiction & Fantasy, Special Interest",Fresh,28
"Art House & International, Comedy, Horror, Science Fiction & Fantasy, Special Interest",Rotten,3
"Art House & International, Comedy, Kids & Family",Fresh,5
"Art House & International, Comedy, Kids & Family, Science Fiction & Fantasy",Fresh,38
"Art House & International, Comedy, Kids & Family, Science Fiction & Fantasy",Rotten,92
"Art House & International, Comedy, Musical & Performing Arts",Fresh,77
"Art House & International, Comedy, Musical & Performing Arts",Rotten,66
"Art House & International, Comedy, Musical & Performing Arts, Romance",Fresh,87
"Art House & International, Comedy, Musical & Performing Arts, Romance",Rotten,91
"Art House & International, Comedy, Musical & Performing Arts, Science Fiction & Fantasy, Television, Romance",Fresh,16
"Art House & International, Comedy, Musical & Performing Arts, Science Fiction & Fantasy, Television, Romance",Rotten,2
"Art House & International, Comedy, Musical & Performing Arts, Sports & Fitness",Fresh,5
"Art House & International, Comedy, Musical & Performing Arts, Sports & Fitness",Rotten,3
"Art House & International, Comedy, Mystery & Suspense",Fresh,120
"Art House & International, Comedy, Mystery & Suspense",Rotten,73
"Art House & International, Comedy, Romance",Fresh,533
"Art House & International, Comedy, Romance",Rotten,321
"Art House & International, Comedy, Romance, Gay & Lesbian",Fresh,4
"Art House & International, Comedy, Romance, Gay & Lesbian",Rotten,3
"Art House & International, Comedy, Science Fiction & Fantasy",Fresh,151
"Art House & International, Comedy, Science Fiction & Fantasy",Rotten,83
"Art House & International, Comedy, Science Fiction & Fantasy, Gay & Lesbian",Fresh,4
"Art House & International, Comedy, Science Fiction & Fantasy, Gay & Lesbian",Rotten,3
"Art House & International, Comedy, Science Fiction & Fantasy, Romance",Fresh,108
"Art House & International, Comedy, Science Fiction & Fantasy, Romance",Rotten,100
"Art House & International, Comedy, Science Fiction & Fantasy, Special Interest",Fresh,86
"Art House & International, Comedy, Science Fiction & Fantasy, Special Interest",Rotten,11
"Art House & International, Comedy, Special Interest",Fresh,46
"Art House & International, Comedy, Special Interest",Rotten,8
"Art House & International, Comedy, Special Interest, Romance",Fresh,60
"Art House & International, Comedy, Special Interest, Romance",Rotten,62
"Art House & International, Comedy, Television, Romance",Fresh,36
"Art House & International, Comedy, Television, Romance",Rotten,15
"Art House & International, Comedy, Western",Fresh,5
"Art House & International, Cult Movies, Drama",Fresh,13
"Art House & International, Cult Movies, Drama",Rotten,17
"Art House & International, Cult Movies, Drama, Horror, Musical & Performing Arts, Special Interest",Fresh,21
"Art House & International, Cult Movies, Drama, Horror, Musical & Performing Arts, Special Interest",Rotten,15
"Art House & International, Cult Movies, Drama, Mystery & Suspense",Fresh,60
"Art House & International, Cult Movies, Drama, Mystery & Suspense",Rotten,8
"Art House & International, Cult Movies, Drama, Special Interest",Fresh,31
"Art House & International, Cult Movies, Drama, Special Interest",Rotten,18
"Art House & International, Cult Movies, Horror",Fresh,13
"Art House & International, Cult Movies, Horror",Rotten,7
"Art House & International, Cult Movies, Horror, Mystery & Suspense",Fresh,3
"Art House & International, Cult Movies, Horror, Mystery & Suspense",Rotten,5
"Art House & International, Cult Movies, Horror, Science Fiction & Fantasy",Fresh,2
"Art House & International, Cult Movies, Horror, Science Fiction & Fantasy",Rotten,7
"Art House & International, Cult Movies, Horror, Special Interest",Fresh,8
"Art House & International, Cult Movies, Horror, Special Interest",Rotten,2
"Art House & International, Documentary",Fresh,1184
"Art House & International, Documentary",Rotten,99
"Art House & International, Documentary, Drama",Fresh,460
"Art House & International, Documentary, Drama",Rotten,102
"Art House & International, Documentary, Drama, Horror",Fresh,10
"Art House & International, Documentary, Drama, Horror",Rotten,7
"Art House & International, Documentary, Drama, Kids & Family",Fresh,15
"Art House & International, Documentary, Drama, Kids & Family",Rotten,15
"Art House & International, Documentary, Drama, Musical & Performing Arts",Fresh,83
"Art House & International, Documentary, Drama, Musical & Performing Arts",Rotten,17
"Art House & International, Documentary, Drama, Musical & Performing Arts, Mystery & Suspense, Special Interest",Fresh,10
"Art House & International, Documentary, Drama, Musical & Performing Arts, Mystery & Suspense, Special Interest",Rotten,24
"Art House & International, Documentary, Drama, Musical & Performing Arts, Special Interest",Fresh,69
"Art House & International, Documentary, Drama, Musical & Performing Arts, Special Interest",Rotten,10
"Art House & International, Documentary, Drama, Musical & Performing Arts, Special Interest, Television",Fresh,6
"Art House & International, Documentary, Drama, Musical & Performing Arts, Special Interest, Television",Rotten,4
"Art House & International, Documentary, Drama, Mystery & Suspense",Fresh,1
"Art House & International, Documentary, Drama, Mystery & Suspense",Rotten,1
"Art House & International, Documentary, Drama, Mystery & Suspense, Special Interest",Fresh,93
"Art House & International, Documentary, Drama, Mystery & Suspense, Special Interest",Rotten,31
"Art House & International, Documentary, Drama, Special Interest",Fresh,366
"Art House & International, Documentary, Drama, Special Interest",Rotten,79
"Art House & International, Documentary, Drama, Special Interest, Faith & Spirituality",Fresh,27
"Art House & International, Documentary, Drama, Special Interest, Faith & Spirituality",Rotten,10
"Art House & International, Documentary, Drama, Special Interest, Faith & Spirituality, Sports & Fitness",Fresh,29
"Art House & International, Documentary, Drama, Special Interest, Faith & Spirituality, Sports & Fitness",Rotten,5
"Art House & International, Documentary, Drama, Special Interest, Sports & Fitness",Fresh,8
"Art House & International, Documentary, Drama, Special Interest, Sports & Fitness",Rotten,3
"Art House & International, Documentary, Drama, Special Interest, Television",Fresh,6
"Art House & International, Documentary, Drama, Special Interest, Television",Rotten,2
"Art House & International, Documentary, Drama, Sports & Fitness",Fresh,35
"Art House & International, Documentary, Drama, Sports & Fitness",Rotten,7
"Art House & International, Documentary, Faith & Spirituality",Fresh,60
"Art House & International, Documentary, Faith & Spirituality",Rotten,19
"Art House & International, Documentary, Kids & Family",Fresh,30
"Art House & International, Documentary, Kids & Family",Rotten,4
"Art House & International, Documentary, Kids & Family, Science Fiction & Fantasy",Fresh,21
"Art House & International, Documentary, Kids & Family, Science Fiction & Fantasy",Rotten,26
"Art House & International, Documentary, Musical & Performing Arts",Fresh,456
"Art House & International, Documentary, Musical & Performing Arts",Rotten,48
"Art House & International, Documentary, Musical & Performing Arts, Special Interest",Fresh,374
"Art House & International, Documentary, Musical & Performing Arts, Special Interest",Rotten,44
"Art House & International, Documentary, Musical & Performing Arts, Special Interest, Television",Fresh,60
"Art House & International, Documentary, Mystery & Suspense, Special Interest",Rotten,9
"Art House & International, Documentary, Special Interest",Fresh,1136
"Art House & International, Documentary, Special Interest",Rotten,170
"Art House & International, Documentary, Special Interest, Faith & Spirituality",Fresh,7
"Art House & International, Documentary, Special Interest, Faith & Spirituality",Rotten,1
"Art House & International, Documentary, Special Interest, Sports & Fitness",Fresh,20
"Art House & International, Documentary, Special Interest, Sports & Fitness",Rotten,3
"Art House & International, Documentary, Special Interest, Television",Fresh,122
"Art House & International, Documentary, Special Interest, Television",Rotten,10
"Art House & International, Documentary, Sports & Fitness",Fresh,21
"Art House & International, Documentary, Sports & Fitness",Rotten,2
"Art House & International, Documentary, Television",Fresh,119
"Art House & International, Documentary, Television",Rotten,8
"Art House & International, Drama",Fresh,23327
"Art House & International, Drama",Rotten,6100
"Art House & International, Drama, Faith & Spirituality",Fresh,56
"Art House & International, Drama, Faith & Spirituality",Rotten,46
"Art House & International, Drama, Gay & Lesbian",Fresh,10
"Art House & International, Drama, Gay & Lesbian",Rotten,5
"Art House & International, Drama, Horror",Fresh,625
"Art House & International, Drama, Horror",Rotten,272
"Art House & International, Drama, Horror, Mystery & Suspense",Fresh,660
"Art House & International, Drama, Horror, Mystery & Suspense",Rotten,350
"Art House & International, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Fresh,251
"Art House & International, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Rotten,90
"Art House & International, Drama, Horror, Romance",Fresh,69
"Art House & International, Drama, Horror, Romance",Rotten,25
"Art House & International, Drama, Horror, Science Fiction & Fantasy",Fresh,71
"Art House & International, Drama, Horror, Science Fiction & Fantasy",Rotten,79
"Art House & International, Drama, Horror, Science Fiction & Fantasy, Romance",Fresh,114
"Art House & International, Drama, Horror, Science Fiction & Fantasy, Romance",Rotten,43
"Art House & International, Drama, Horror, Science Fiction & Fantasy, Special Interest",Fresh,68
"Art House & International, Drama, Horror, Science Fiction & Fantasy, Special Interest",Rotten,8
"Art House & International, Drama, Horror, Science Fiction & Fantasy, Special Interest, Romance",Fresh,24
"Art House & International, Drama, Horror, Science Fiction & Fantasy, Special Interest, Romance",Rotten,3
"Art House & International, Drama, Horror, Special Interest, Romance",Fresh,5
"Art House & International, Drama, Horror, Special Interest, Romance",Rotten,1
"Art House & International, Drama, Kids & Family",Fresh,234
"Art House & International, Drama, Kids & Family",Rotten,22
"Art House & International, Drama, Kids & Family, Science Fiction & Fantasy",Fresh,5
"Art House & International, Drama, Kids & Family, Science Fiction & Fantasy",Rotten,7
"Art House & International, Drama, Kids & Family, Science Fiction & Fantasy, Special Interest",Fresh,4
"Art House & International, Drama, Kids & Family, Science Fiction & Fantasy, Special Interest",Rotten,2
"Art House & International, Drama, Kids & Family, Sports & Fitness",Fresh,7
"Art House & International, Drama, Kids & Family, Sports & Fitness",Rotten,11
"Art House & International, Drama, Kids & Family, Western, Romance",Fresh,5
"Art House & International, Drama, Kids & Family, Western, Romance",Rotten,1
"Art House & International, Drama, Musical & Performing Arts",Fresh,738
"Art House & International, Drama, Musical & Performing Arts",Rotten,172
"Art House & International, Drama, Musical & Performing Arts, Mystery & Suspense",Fresh,24
"Art House & International, Drama, Musical & Performing Arts, Mystery & Suspense",Rotten,3
"Art House & International, Drama, Musical & Performing Arts, Romance",Fresh,98
"Art House & International, Drama, Musical & Performing Arts, Romance",Rotten,44
"Art House & International, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Fresh,20
"Art House & International, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Rotten,5
"Art House & International, Drama, Musical & Performing Arts, Special Interest",Fresh,4
"Art House & International, Drama, Musical & Performing Arts, Special Interest",Rotten,1
"Art House & International, Drama, Mystery & Suspense",Fresh,5437
"Art House & International, Drama, Mystery & Suspense",Rotten,1688
"Art House & International, Drama, Mystery & Suspense, Gay & Lesbian",Fresh,4
"Art House & International, Drama, Mystery & Suspense, Gay & Lesbian",Rotten,7
"Art House & International, Drama, Mystery & Suspense, Romance",Fresh,683
"Art House & International, Drama, Mystery & Suspense, Romance",Rotten,199
"Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",Fresh,301
"Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",Rotten,63
"Art House & International, Drama, Mystery & Suspense, Special Interest",Fresh,338
"Art House & International, Drama, Mystery & Suspense, Special Interest",Rotten,92
"Art House & International, Drama, Mystery & Suspense, Special Interest, Gay & Lesbian",Fresh,10
"Art House & International, Drama, Mystery & Suspense, Special Interest, Gay & Lesbian",Rotten,2
"Art House & International, Drama, Romance",Fresh,3432
"Art House & International, Drama, Romance",Rotten,1113
"Art House & International, Drama, Romance, Gay & Lesbian",Fresh,18
"Art House & International, Drama, Romance, Gay & Lesbian",Rotten,1
"Art House & International, Drama, Science Fiction & Fantasy",Fresh,248
"Art House & International, Drama, Science Fiction & Fantasy",Rotten,86
"Art House & International, Drama, Science Fiction & Fantasy, Romance",Fresh,64
"Art House & International, Drama, Science Fiction & Fantasy, Romance",Rotten,11
"Art House & International, Drama, Science Fiction & Fantasy, Special Interest",Fresh,20
"Art House & International, Drama, Science Fiction & Fantasy, Special Interest",Rotten,4
"Art House & International, Drama, Special Interest",Fresh,605
"Art House & International, Drama, Special Interest",Rotten,265
"Art House & International, Drama, Special Interest, Faith & Spirituality",Fresh,5
"Art House & International, Drama, Special Interest, Faith & Spirituality",Rotten,2
"Art House & International, Drama, Special Interest, Romance",Fresh,23
"Art House & International, Drama, Special Interest, Romance",Rotten,57
"Art House & International, Drama, Special Interest, Television",Fresh,6
"Art House & International, Drama, Special Interest, Television",Rotten,1
"Art House & International, Drama, Sports & Fitness",Fresh,59
"Art House & International, Drama, Sports & Fitness",Rotten,14
"Art House & International, Drama, Television",Fresh,198
"Art House & International, Drama, Television",Rotten,22
"Art House & International, Drama, Western",Fresh,31
"Art House & International, Drama, Western",Rotten,26
"Art House & International, Drama, Western, Romance",Fresh,3
"Art House & International, Drama, Western, Romance",Rotten,10
"Art House & International, Horror",Fresh,702
"Art House & International, Horror",Rotten,304
"Art House & International, Horror, Mystery & Suspense",Fresh,592
"Art House & International, Horror, Mystery & Suspense",Rotten,288
"Art House & International, Horror, Mystery & Suspense, Science Fiction & Fantasy",Fresh,8
"Art House & International, Horror, Mystery & Suspense, Science Fiction & Fantasy",Rotten,6
"Art House & International, Horror, Science Fiction & Fantasy",Fresh,120
"Art House & International, Horror, Science Fiction & Fantasy",Rotten,21
"Art House & International, Horror, Special Interest",Fresh,34
"Art House & International, Horror, Special Interest",Rotten,4
"Art House & International, Horror, Television",Fresh,6
"Art House & International, Horror, Television",Rotten,2
"Art House & International, Kids & Family, Science Fiction & Fantasy",Fresh,1
"Art House & International, Kids & Family, Science Fiction & Fantasy",Rotten,4
"Art House & International, Musical & Performing Arts",Fresh,1
"Art House & International, Musical & Performing Arts, Romance",Fresh,19
"Art House & International, Musical & Performing Arts, Romance",Rotten,19
"Art House & International, Mystery & Suspense",Fresh,594
"Art House & International, Mystery & Suspense",Rotten,220
"Art House & International, Mystery & Suspense, Gay & Lesbian",Fresh,1
"Art House & International, Mystery & Suspense, Gay & Lesbian",Rotten,10
"Art House & International, Mystery & Suspense, Romance",Fresh,2
"Art House & International, Mystery & Suspense, Romance",Rotten,20
"Art House & International, Mystery & Suspense, Science Fiction & Fantasy",Fresh,41
"Art House & International, Mystery & Suspense, Science Fiction & Fantasy",Rotten,44
"Art House & International, Mystery & Suspense, Science Fiction & Fantasy, Romance",Fresh,123
"Art House & International, Mystery & Suspense, Science Fiction & Fantasy, Romance",Rotten,4
"Art House & International, Mystery & Suspense, Special Interest",Fresh,158
"Art House & International, Mystery & Suspense, Special Interest",Rotten,74
"Art House & International, Mystery & Suspense, Western",Fresh,32
"Art House & International, Mystery & Suspense, Western",Rotten,44
"Art House & International, Romance",Fresh,4
"Art House & International, Romance",Rotten,3
"Art House & International, Science Fiction & Fantasy",Fresh,82
