genres,review_type,count
"Comedy, Musical & Performing Arts, Gay & Lesbian",Rotten,4
"Comedy, Musical & Performing Arts, Mystery & Suspense, Science Fiction & Fantasy",Fresh,98
"Comedy, Musical & Performing Arts, Mystery & Suspense, Science Fiction & Fantasy",Rotten,127
"Comedy, Musical & Performing Arts, Romance",Fresh,374
"Comedy, Musical & Performing Arts, Romance",Rotten,283
"Comedy, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,56
"Comedy, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,12
"Comedy, Musical & Performing Arts, Special Interest",Fresh,5
"Comedy, Musical & Performing Arts, Special Interest",Rotten,2
"Comedy, Musical & Performing Arts, Sports & Fitness",Fresh,12
"Comedy, Musical & Performing Arts, Television",Fresh,6
"Comedy, Musical & Performing Arts, Television, Romance",Fresh,6
"Comedy, Musical & Performing Arts, Television, Romance",Rotten,56
"Comedy, Musical & Performing Arts, Western",Fresh,4
"Comedy, Musical & Performing Arts, Western",Rotten,14
"Comedy, Mystery & Suspense",Fresh,1036
"Comedy, Mystery & Suspense",Rotten,551
"Comedy, Mystery & Suspense, Romance",Fresh,183
"Comedy, Mystery & Suspense, Romance",Rotten,257
"Comedy, Mystery & Suspense, Science Fiction & Fantasy",Fresh,53
"Comedy, Mystery & Suspense, Science Fiction & Fantasy",Rotten,40
"Comedy, Mystery & Suspense, Science Fiction & Fantasy, Romance",Fresh,99
"Comedy, Mystery & Suspense, Science Fiction & Fantasy, Romance",Rotten,16
"Comedy, Mystery & Suspense, Special Interest",Fresh,20
"Comedy, Mystery & Suspense, Special Interest",Rotten,12
"Comedy, Romance",Fresh,9152
"Comedy, Romance",Rotten,8655
"Comedy, Romance, Gay & Lesbian",Fresh,11
"Comedy, Romance, Gay & Lesbian",Rotten,9
"Comedy, Science Fiction & Fantasy",Fresh,1965
"Comedy, Science Fiction & Fantasy",Rotten,1813
"Comedy, Science Fiction & Fantasy, Romance",Fresh,416
"Comedy, Science Fiction & Fantasy, Romance",Rotten,376
"Comedy, Science Fiction & Fantasy, Romance, Sports & Fitness",Fresh,23
"Comedy, Science Fiction & Fantasy, Romance, Sports & Fitness",Rotten,5
"Comedy, Science Fiction & Fantasy, Special Interest",Fresh,81
"Comedy, Science Fiction & Fantasy, Special Interest",Rotten,35
"Comedy, Science Fiction & Fantasy, Special Interest, Romance",Fresh,68
"Comedy, Science Fiction & Fantasy, Special Interest, Romance",Rotten,2
"Comedy, Special Interest",Fresh,353
"Comedy, Special Interest",Rotten,208
"Comedy, Special Interest, Romance",Fresh,127
"Comedy, Special Interest, Romance",Rotten,35
"Comedy, Sports & Fitness",Fresh,262
"Comedy, Sports & Fitness",Rotten,101
"Comedy, Television",Fresh,114
"Comedy, Television",Rotten,130
"Comedy, Television, Romance",Fresh,84
"Comedy, Television, Romance",Rotten,88
"Comedy, Western",Fresh,127
"Comedy, Western",Rotten,172
"Cult Movies, Documentary, Special Interest, Television",Rotten,3
"Cult Movies, Drama",Fresh,58
"Cult Movies, Drama",Rotten,4
"Cult Movies, Drama, Horror",Rotten,4
"Cult Movies, Drama, Horror, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Rotten,6
"Cult Movies, Drama, Mystery & Suspense",Fresh,2
"Cult Movies, Drama, Mystery & Suspense",Rotten,4
"Cult Movies, Horror",Fresh,56
"Cult Movies, Horror",Rotten,19
"Cult Movies, Horror, Mystery & Suspense",Fresh,24
"Cult Movies, Horror, Mystery & Suspense",Rotten,20
"Cult Movies, Horror, Science Fiction & Fantasy",Fresh,44
"Cult Movies, Horror, Science Fiction & Fantasy",Rotten,21
"Cult Movies, Horror, Western",Rotten,6
"Cult Movies, Kids & Family, Science Fiction & Fantasy",Fresh,240
"Cult Movies, Kids & Family, Science Fiction & Fantasy",Rotten,216
"Cult Movies, Musical & Performing Arts",Fresh,1
"Cult Movies, Musical & Performing Arts",Rotten,9
"Cult Movies, Science Fiction & Fantasy",Fresh,326
"Cult Movies, Science Fiction & Fantasy",Rotten,176
Documentary,Fresh,17852
Documentary,Rotten,2225
"Documentary, Drama",Fresh,1222
"Documentary, Drama",Rotten,573
"Documentary, Drama, Horror",Fresh,19
"Documentary, Drama, Horror",Rotten,10
"Documentary, Drama, Kids & Family",Fresh,6
"Documentary, Drama, Kids & Family",Rotten,20
"Documentary, Drama, Kids & Family, Special Interest",Fresh,4
"Documentary, Drama, Kids & Family, Special Interest",Rotten,1
"Documentary, Drama, Kids & Family, Television",Fresh,10
"Documentary, Drama, Musical & Performing Arts",Fresh,363
"Documentary, Drama, Musical & Performing Arts",Rotten,48
"Documentary, Drama, Musical & Performing Arts, Romance",Fresh,7
"Documentary, Drama, Musical & Performing Arts, Romance",Rotten,5
"Documentary, Drama, Musical & Performing Arts, Special Interest",Fresh,275
"Documentary, Drama, Musical & Performing Arts, Special Interest",Rotten,79
"Documentary, Drama, Musical & Performing Arts, Special Interest, Television",Fresh,41
"Documentary, Drama, Musical & Performing Arts, Special Interest, Television",Rotten,1
"Documentary, Drama, Musical & Performing Arts, Television",Fresh,4
"Documentary, Drama, Musical & Performing Arts, Television",Rotten,4
"Documentary, Drama, Mystery & Suspense",Fresh,33
"Documentary, Drama, Mystery & Suspense",Rotten,54
"Documentary, Drama, Mystery & Suspense, Special Interest",Fresh,2
"Documentary, Drama, Mystery & Suspense, Special Interest",Rotten,2
"Documentary, Drama, Romance",Fresh,17
"Documentary, Drama, Romance",Rotten,1
"Documentary, Drama, Science Fiction & Fantasy",Fresh,20
"Documentary, Drama, Science Fiction & Fantasy",Rotten,12
"Documentary, Drama, Science Fiction & Fantasy, Faith & Spirituality",Fresh,26
"Documentary, Drama, Science Fiction & Fantasy, Faith & Spirituality",Rotten,46
"Documentary, Drama, Special Interest",Fresh,1712
"Documentary, Drama, Special Interest",Rotten,377
"Documentary, Drama, Special Interest, Faith & Spirituality, Sports & Fitness",Fresh,8
"Documentary, Drama, Special Interest, Faith & Spirituality, Sports & Fitness",Rotten,5
"Documentary, Drama, Special Interest, Romance",Fresh,7
"Documentary, Drama, Special Interest, Romance",Rotten,2
"Documentary, Drama, Special Interest, Sports & Fitness",Fresh,47
"Documentary, Drama, Special Interest, Sports & Fitness",Rotten,35
"Documentary, Drama, Special Interest, Television",Fresh,105
"Documentary, Drama, Special Interest, Television",Rotten,13
"Documentary, Drama, Sports & Fitness",Fresh,18
"Documentary, Drama, Sports & Fitness",Rotten,5
"Documentary, Drama, Television",Fresh,35
"Documentary, Drama, Television",Rotten,6
"Documentary, Faith & Spirituality",Fresh,120
"Documentary, Faith & Spirituality",Rotten,33
"Documentary, Faith & Spirituality, Sports & Fitness",Fresh,17
"Documentary, Faith & Spirituality, Sports & Fitness",Rotten,6
"Documentary, Gay & Lesbian",Fresh,106
"Documentary, Gay & Lesbian",Rotten,1
"Documentary, Gay & Lesbian, Sports & Fitness",Fresh,11
"Documentary, Horror",Fresh,60
"Documentary, Horror",Rotten,28
"Documentary, Horror, Musical & Performing Arts",Fresh,4
"Documentary, Horror, Musical & Performing Arts",Rotten,3
"Documentary, Horror, Mystery & Suspense, Science Fiction & Fantasy, Special Interest, Romance",Fresh,6
"Documentary, Horror, Mystery & Suspense, Science Fiction & Fantasy, Special Interest, Romance",Rotten,2
"Documentary, Horror, Mystery & Suspense, Special Interest",Fresh,3
"Documentary, Horror, Mystery & Suspense, Special Interest",Rotten,3
"Documentary, Horror, Special Interest, Romance",Fresh,19
"Documentary, Horror, Special Interest, Romance",Rotten,5
"Documentary, Horror, Special Interest, Television",Fresh,26
"Documentary, Horror, Special Interest, Television",Rotten,4
"Documentary, Horror, Television",Fresh,246
"Documentary, Horror, Television",Rotten,16
"Documentary, Kids & Family",Fresh,52
"Documentary, Kids & Family",Rotten,65
"Documentary, Kids & Family, Musical & Performing Arts",Fresh,32
"Documentary, Kids & Family, Musical & Performing Arts",Rotten,13
"Documentary, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Special Interest",Fresh,1
"Documentary, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Special Interest",Rotten,3
"Documentary, Kids & Family, Musical & Performing Arts, Special Interest",Fresh,112
"Documentary, Kids & Family, Musical & Performing Arts, Special Interest",Rotten,29
"Documentary, Kids & Family, Musical & Performing Arts, Television",Fresh,1
"Documentary, Kids & Family, Romance",Fresh,20
"Documentary, Kids & Family, Romance",Rotten,6
"Documentary, Kids & Family, Special Interest",Fresh,33
"Documentary, Kids & Family, Special Interest",Rotten,17
"Documentary, Musical & Performing Arts",Fresh,5425
"Documentary, Musical & Performing Arts",Rotten,1005
"Documentary, Musical & Performing Arts, Faith & Spirituality",Fresh,86
"Documentary, Musical & Performing Arts, Faith & Spirituality",Rotten,13
"Documentary, Musical & Performing Arts, Mystery & Suspense",Fresh,53
"Documentary, Musical & Performing Arts, Mystery & Suspense",Rotten,14
"Documentary, Musical & Performing Arts, Science Fiction & Fantasy, Special Interest",Fresh,17
"Documentary, Musical & Performing Arts, Science Fiction & Fantasy, Special Interest",Rotten,2
"Documentary, Musical & Performing Arts, Special Interest",Fresh,2991
"Documentary, Musical & Performing Arts, Special Interest",Rotten,588
"Documentary, Musical & Performing Arts, Special Interest, Faith & Spirituality",Fresh,104
"Documentary, Musical & Performing Arts, Special Interest, Faith & Spirituality",Rotten,13
"Documentary, Musical & Performing Arts, Special Interest, Gay & Lesbian",Fresh,47
"Documentary, Musical & Performing Arts, Special Interest, Gay & Lesbian",Rotten,4
"Documentary, Musical & Performing Arts, Special Interest, Sports & Fitness",Fresh,32
"Documentary, Musical & Performing Arts, Special Interest, Sports & Fitness",Rotten,7
"Documentary, Musical & Performing Arts, Special Interest, Television",Fresh,209
"Documentary, Musical & Performing Arts, Special Interest, Television",Rotten,70
"Documentary, Musical & Performing Arts, Special Interest, Television, Gay & Lesbian",Fresh,18
"Documentary, Musical & Performing Arts, Special Interest, Television, Gay & Lesbian",Rotten,1
"Documentary, Musical & Performing Arts, Television",Fresh,348
"Documentary, Musical & Performing Arts, Television",Rotten,44
"Documentary, Mystery & Suspense",Fresh,150
"Documentary, Mystery & Suspense",Rotten,27
"Documentary, Mystery & Suspense, Special Interest",Fresh,85
"Documentary, Mystery & Suspense, Special Interest",Rotten,71
"Documentary, Mystery & Suspense, Special Interest, Sports & Fitness",Fresh,4
"Documentary, Mystery & Suspense, Special Interest, Sports & Fitness",Rotten,1
"Documentary, Romance",Fresh,26
"Documentary, Romance",Rotten,8
"Documentary, Science Fiction & Fantasy",Fresh,60
"Documentary, Science Fiction & Fantasy",Rotten,1
"Documentary, Science Fiction & Fantasy, Special Interest",Fresh,116
"Documentary, Science Fiction & Fantasy, Special Interest",Rotten,3
"Documentary, Science Fiction & Fantasy, Special Interest, Television",Fresh,13
"Documentary, Science Fiction & Fantasy, Special Interest, Television",Rotten,1
"Documentary, Special Interest",Fresh,16275
"Documentary, Special Interest",Rotten,3102
"Documentary, Special Interest, Faith & Spirituality",Fresh,278
"Documentary, Special Interest, Faith & Spirituality",Rotten,53
"Documentary, Special Interest, Gay & Lesbian",Fresh,98
"Documentary, Special Interest, Gay & Lesbian",Rotten,8
"Documentary, Special Interest, Romance",Fresh,53
"Documentary, Special Interest, Romance",Rotten,6
"Documentary, Special Interest, Sports & Fitness",Fresh,1443
"Documentary, Special Interest, Sports & Fitness",Rotten,256
"Documentary, Special Interest, Television",Fresh,537
"Documentary, Special Interest, Television",Rotten,63
"Documentary, Sports & Fitness",Fresh,1342
"Documentary, Sports & Fitness",Rotten,307
"Documentary, Television",Fresh,614
"Documentary, Television",Rotten,101
"Documentary, Television, Gay & Lesbian",Fresh,24
"Documentary, Television, Gay & Lesbian",Rotten,1
"Documentary, Television, Sports & Fitness",Fresh,51
"Documentary, Television, Sports & Fitness",Rotten,18
"Documentary, Western",Fresh,3
"Documentary, Western",Rotten,5
Drama,Fresh,100284
Drama,Rotten,40309
"Drama, Faith & Spirituality",Fresh,142
"Drama, Faith & Spirituality",Rotten,266
"Drama, Gay & Lesbian",Fresh,403
"Drama, Gay & Lesbian",Rotten,95
"Drama, Horror",Fresh,2383
"Drama, Horror",Rotten,1721
"Drama, Horror, Musical & Performing Arts, Mystery & Suspense",Fresh,21
"Drama, Horror, Musical & Performing Arts, Mystery & Suspense",Rotten,4
"Drama, Horror, Musical & Performing Arts, Mystery & Suspense, Science Fiction & Fantasy",Fresh,1
"Drama, Horror, Musical & Performing Arts, Mystery & Suspense, Science Fiction & Fantasy",Rotten,4
"Drama, Horror, Musical & Performing Arts, Romance",Fresh,1
"Drama, Horror, Musical & Performing Arts, Romance",Rotten,1
"Drama, Horror, Musical & Performing Arts, Special Interest, Romance",Fresh,53
"Drama, Horror, Musical & Performing Arts, Special Interest, Romance",Rotten,107
"Drama, Horror, Mystery & Suspense",Fresh,6007
"Drama, Horror, Mystery & Suspense",Rotten,4391
"Drama, Horror, Mystery & Suspense, Romance",Fresh,493
"Drama, Horror, Mystery & Suspense, Romance",Rotten,346
"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Fresh,411
"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Rotten,688
"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy, Television",Fresh,28
"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy, Television",Rotten,8
"Drama, Horror, Mystery & Suspense, Special Interest",Fresh,254
"Drama, Horror, Mystery & Suspense, Special Interest",Rotten,76
"Drama, Horror, Mystery & Suspense, Special Interest, Romance",Fresh,30
"Drama, Horror, Mystery & Suspense, Special Interest, Romance",Rotten,4
"Drama, Horror, Mystery & Suspense, Television",Fresh,25
"Drama, Horror, Mystery & Suspense, Television",Rotten,12
"Drama, Horror, Romance",Fresh,69
"Drama, Horror, Romance",Rotten,7
"Drama, Horror, Science Fiction & Fantasy",Fresh,905
"Drama, Horror, Science Fiction & Fantasy",Rotten,385
"Drama, Horror, Science Fiction & Fantasy, Romance",Fresh,228
"Drama, Horror, Science Fiction & Fantasy, Romance",Rotten,41
"Drama, Horror, Science Fiction & Fantasy, Television",Rotten,1
"Drama, Horror, Special Interest",Fresh,48
"Drama, Horror, Special Interest",Rotten,16
"Drama, Horror, Television, Romance",Fresh,2
"Drama, Horror, Television, Romance",Rotten,2
"Drama, Horror, Western",Fresh,4
"Drama, Horror, Western",Rotten,3
"Drama, Kids & Family",Fresh,1425
"Drama, Kids & Family",Rotten,899
"Drama, Kids & Family, Faith & Spirituality",Fresh,6
"Drama, Kids & Family, Faith & Spirituality",Rotten,16
"Drama, Kids & Family, Musical & Performing Arts",Fresh,45
"Drama, Kids & Family, Musical & Performing Arts",Rotten,115
"Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,10
"Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,5
"Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Fresh,66
"Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Rotten,43
"Drama, Kids & Family, Mystery & Suspense",Fresh,17
"Drama, Kids & Family, Mystery & Suspense",Rotten,8
"Drama, Kids & Family, Romance",Fresh,43
"Drama, Kids & Family, Romance",Rotten,110
"Drama, Kids & Family, Science Fiction & Fantasy",Fresh,181
"Drama, Kids & Family, Science Fiction & Fantasy",Rotten,110
"Drama, Kids & Family, Science Fiction & Fantasy, Romance",Fresh,9
"Drama, Kids & Family, Science Fiction & Fantasy, Romance",Rotten,5
"Drama, Kids & Family, Science Fiction & Fantasy, Sports & Fitness",Fresh,42
"Drama, Kids & Family, Science Fiction & Fantasy, Sports & Fitness",Rotten,7
"Drama, Kids & Family, Special Interest",Fresh,5
"Drama, Kids & Family, Special Interest",Rotten,14
"Drama, Kids & Family, Sports & Fitness",Fresh,25
"Drama, Kids & Family, Sports & Fitness",Rotten,19
"Drama, Kids & Family, Television",Fresh,6
"Drama, Kids & Family, Western",Fresh,2
"Drama, Kids & Family, Western",Rotten,1
"Drama, Musical & Performing Arts",Fresh,3445
"Drama, Musical & Performing Arts",Rotten,2520
"Drama, Musical & Performing Arts, Faith & Spirituality",Fresh,52
"Drama, Musical & Performing Arts, Faith & Spirituality",Rotten,54
"Drama, Musical & Performing Arts, Mystery & Suspense",Fresh,384
"Drama, Musical & Performing Arts, Mystery & Suspense",Rotten,107
"Drama, Musical & Performing Arts, Romance",Fresh,1484
"Drama, Musical & Performing Arts, Romance",Rotten,1188
"Drama, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,54
"Drama, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,4
"Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Fresh,266
"Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Rotten,108
"Drama, Musical & Performing Arts, Science Fiction & Fantasy, Special Interest",Fresh,3
"Drama, Musical & Performing Arts, Science Fiction & Fantasy, Special Interest",Rotten,2
"Drama, Musical & Performing Arts, Special Interest",Fresh,137
"Drama, Musical & Performing Arts, Special Interest",Rotten,109
"Drama, Mystery & Suspense",Fresh,31595
"Drama, Mystery & Suspense",Rotten,19630
"Drama, Mystery & Suspense, Gay & Lesbian",Fresh,40
"Drama, Mystery & Suspense, Gay & Lesbian",Rotten,29
"Drama, Mystery & Suspense, Romance",Fresh,1603
"Drama, Mystery & Suspense, Romance",Rotten,1466
"Drama, Mystery & Suspense, Science Fiction & Fantasy",Fresh,3303
"Drama, Mystery & Suspense, Science Fiction & Fantasy",Rotten,2768
"Drama, Mystery & Suspense, Science Fiction & Fantasy, Faith & Spirituality",Fresh,2
"Drama, Mystery & Suspense, Science Fiction & Fantasy, Faith & Spirituality",Rotten,4
"Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",Fresh,292
"Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",Rotten,153
"Drama, Mystery & Suspense, Special Interest",Fresh,389
"Drama, Mystery & Suspense, Special Interest",Rotten,130
"Drama, Mystery & Suspense, Sports & Fitness",Fresh,91
"Drama, Mystery & Suspense, Sports & Fitness",Rotten,19
"Drama, Mystery & Suspense, Television",Fresh,121
"Drama, Mystery & Suspense, Television",Rotten,12
"Drama, Mystery & Suspense, Western",Fresh,73
"Drama, Mystery & Suspense, Western",Rotten,66
"Drama, Mystery & Suspense, Western, Romance",Fresh,23
"Drama, Mystery & Suspense, Western, Romance",Rotten,1
"Drama, Romance",Fresh,13442
"Drama, Romance",Rotten,8415
"Drama, Romance, Gay & Lesbian",Fresh,26
"Drama, Romance, Gay & Lesbian",Rotten,14
"Drama, Romance, Sports & Fitness",Fresh,5
"Drama, Romance, Sports & Fitness",Rotten,12
"Drama, Science Fiction & Fantasy",Fresh,3560
"Drama, Science Fiction & Fantasy",Rotten,2203
"Drama, Science Fiction & Fantasy, Romance",Fresh,1536
"Drama, Science Fiction & Fantasy, Romance",Rotten,909
"Drama, Science Fiction & Fantasy, Special Interest",Fresh,176
"Drama, Science Fiction & Fantasy, Special Interest",Rotten,15
"Drama, Science Fiction & Fantasy, Special Interest, Romance",Fresh,262
"Drama, Science Fiction & Fantasy, Special Interest, Romance",Rotten,15
"Drama, Science Fiction & Fantasy, Sports & Fitness",Fresh,5
"Drama, Science Fiction & Fantasy, Sports & Fitness",Rotten,8
"Drama, Science Fiction & Fantasy, Western",Fresh,27
"Drama, Science Fiction & Fantasy, Western",Rotten,11
"Drama, Special Interest",Fresh,522
"Drama, Special Interest",Rotten,473
"Drama, Special Interest, Romance",Fresh,43
"Drama, Special Interest, Romance",Rotten,253
"Drama, Special Interest, Sports & Fitness",Fresh,4
"Drama, Special Interest, Sports & Fitness",Rotten,1
"Drama, Special Interest, Television",Fresh,20
"Drama, Special Interest, Television",Rotten,20
"Drama, Sports & Fitness",Fresh,1494
"Drama, Sports & Fitness",Rotten,557
"Drama, Television",Fresh,596
"Drama, Television",Rotten,110
"Drama, Television, Faith & Spirituality",Fresh,5
"Drama, Television, Romance",Fresh,2
"Drama, Television, Romance",Rotten,1
"Drama, Western",Fresh,1057
"Drama, Western",Rotten,345
"Drama, Western, Romance",Fresh,162
"Drama, Western, Romance",Rotten,112
Horror,Fresh,10864
Horror,Rotten,9488
"Horror, Gay & Lesbian",Rotten,6
"Horror, Kids & Family",Fresh,3
"Horror, Kids & Family",Rotten,27
"Horror, Kids & Family, Mystery & Suspense",Fresh,127
"Horror, Kids & Family, Mystery & Suspense",Rotten,36
"Horror, Kids & Family, Science Fiction & Fantasy",Fresh,34
"Horror, Kids & Family, Science Fiction & Fantasy",Rotten,3
"Horror, Musical & Performing Arts",Fresh,6
"Horror, Musical & Performing Arts, Mystery & Suspense",Fresh,6
"Horror, Musical & Performing Arts, Mystery & Suspense",Rotten,8
"Horror, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,48
"Horror, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,68
"Horror, Mystery & Suspense",Fresh,10174
"Horror, Mystery & Suspense",Rotten,9919
"Horror, Mystery & Suspense, Romance",Fresh,323
"Horror, Mystery & Suspense, Romance",Rotten,128
"Horror, Mystery & Suspense, Science Fiction & Fantasy",Fresh,1723
"Horror, Mystery & Suspense, Science Fiction & Fantasy",Rotten,1082
"Horror, Mystery & Suspense, Science Fiction & Fantasy, Romance",Fresh,183
"Horror, Mystery & Suspense, Science Fiction & Fantasy, Romance",Rotten,278
"Horror, Mystery & Suspense, Special Interest",Fresh,40
"Horror, Mystery & Suspense, Special Interest",Rotten,41
"Horror, Mystery & Suspense, Television",Fresh,26
"Horror, Mystery & Suspense, Television",Rotten,12
"Horror, Mystery & Suspense, Western",Fresh,9
"Horror, Mystery & Suspense, Western",Rotten,3
"Horror, Mystery & Suspense, Western, Romance",Fresh,36
"Horror, Mystery & Suspense, Western, Romance",Rotten,5
"Horror, Romance",Fresh,21
"Horror, Romance",Rotten,186
"Horror, Science Fiction & Fantasy",Fresh,1872
"Horror, Science Fiction & Fantasy",Rotten,970
"Horror, Science Fiction & Fantasy, Romance",Fresh,120
"Horror, Science Fiction & Fantasy, Romance",Rotten,36
"Horror, Science Fiction & Fantasy, Television",Fresh,22
"Horror, Science Fiction & Fantasy, Television",Rotten,28
"Horror, Science Fiction & Fantasy, Western",Fresh,43
"Horror, Science Fiction & Fantasy, Western",Rotten,230
"Horror, Special Interest",Fresh,2
"Horror, Special Interest",Rotten,3
"Horror, Television",Fresh,4
"Horror, Television",Rotten,7
"Horror, Western",Fresh,18
"Horror, Western",Rotten,17
Kids & Family,Fresh,372
Kids & Family,Rotten,120
"Kids & Family, Musical & Performing Arts",Fresh,200
"Kids & Family, Musical & Performing Arts",Rotten,155
"Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Fresh,13
"Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Rotten,7
"Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Fresh,2
"Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Rotten,6
"Kids & Family, Musical & Performing Arts, Television",Fresh,11
"Kids & Family, Musical & Performing Arts, Television",Rotten,4
"Kids & Family, Mystery & Suspense",Fresh,211
"Kids & Family, Mystery & Suspense",Rotten,40
"Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Fresh,29
"Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Rotten,7
"Kids & Family, Romance",Fresh,11
"Kids & Family, Romance",Rotten,45
"Kids & Family, Science Fiction & Fantasy",Fresh,1380
"Kids & Family, Science Fiction & Fantasy",Rotten,426
"Kids & Family, Science Fiction & Fantasy, Romance",Fresh,206
"Kids & Family, Science Fiction & Fantasy, Romance",Rotten,40
"Kids & Family, Science Fiction & Fantasy, Television",Fresh,3
"Kids & Family, Science Fiction & Fantasy, Television",Rotten,1
Musical & Performing Arts,Fresh,294
Musical & Performing Arts,Rotten,205
"Musical & Performing Arts, Romance",Fresh,135
"Musical & Performing Arts, Romance",Rotten,107
"Musical & Performing Arts, Science Fiction & Fantasy",Fresh,18
"Musical & Performing Arts, Science Fiction & Fantasy",Rotten,27
"Musical & Performing Arts, Special Interest",Fresh,27
"Musical & Performing Arts, Special Interest",Rotten,8
"Musical & Performing Arts, Television",Fresh,33
"Musical & Performing Arts, Television",Rotten,3
Mystery & Suspense,Fresh,7377
Mystery & Suspense,Rotten,6083
"Mystery & Suspense, Romance",Fresh,39
"Mystery & Suspense, Romance",Rotten,33
"Mystery & Suspense, Science Fiction & Fantasy",Fresh,2580
"Mystery & Suspense, Science Fiction & Fantasy",Rotten,2054
"Mystery & Suspense, Science Fiction & Fantasy, Romance",Fresh,69
"Mystery & Suspense, Science Fiction & Fantasy, Romance",Rotten,181
"Mystery & Suspense, Science Fiction & Fantasy, Western",Fresh,111
"Mystery & Suspense, Science Fiction & Fantasy, Western",Rotten,57
"Mystery & Suspense, Special Interest",Fresh,128
"Mystery & Suspense, Special Interest",Rotten,59
"Mystery & Suspense, Television",Fresh,36
"Mystery & Suspense, Television",Rotten,9
"Mystery & Suspense, Western",Fresh,56
"Mystery & Suspense, Western",Rotten,38
Romance,Fresh,156
Romance,Rotten,306
Science Fiction & Fantasy,Fresh,2358
Science Fiction & Fantasy,Rotten,1128
"Science Fiction & Fantasy, Romance",Fresh,195
"Science Fiction & Fantasy, Romance",Rotten,82
"Science Fiction & Fantasy, Special Interest",Fresh,44
"Science Fiction & Fantasy, Special Interest",Rotten,2
"Science Fiction & Fantasy, Western",Fresh,86
"Science Fiction & Fantasy, Western",Rotten,12
Special Interest,Fresh,31
Special Interest,Rotten,5
Television,Fresh,24
Television,Rotten,42
Western,Fresh,359
Western,Rotten,115
